"","askingprice","originalprice","age_05_or_less","age_06_10","age_11_15","age_16_20","age_21_25","age_26_30","age_31_35","age_36_40","age_41_50","age_51_60","age_61_70","age_71_80","age_81","age_new_under_construction","age_unknown","appearance_excellent","appearance_fair","appearance_good","appearance_needsrepair","appearance_verygood","beds","fb","hb","sqft_1000","sqft_1001_1200","sqft_1201_1400","sqft_1401_1600","sqft_1601_1800","sqft_1801_2000","sqft_2001_2200","sqft_2201_2500","sqft_2501_2750","sqft_2751_3000","sqft_3001_3300","sqft_3301_3750","sqft_3751_4250","sqft_4251_5000","sqft_5001_5500","sqft_5501_6000","sqft_6000","sqft_midpoint","sqft_category","lotsize_use","soldprice","year_sold","month_sold","offenders_near_house","tract","daysonmarket","tract_212270101","tract_212270102","tract_212270103","tract_212270104","tract_212270105","tract_212270106","tract_212270107","tract_212270108","tract_212270109","tract_212270110","tract_212270111","tract_212270112","tract_212270113","tract_212270114","tract_212270115","tract_212270116","tract_212270117","tract_212270118","tract_212270119"
"13585",25000,29900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0,21000,2013,9,12,"212270103","69",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13586",109900,109900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.57,101500,2019,1,9,"212270112","55",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"13587",164900,169900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.25,162900,2019,1,7,"212270110","136",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13588",139900,144500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.46,139900,2019,8,0,"212270118","143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13589",164900,164900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.26,163000,2015,12,7,"212270107","47",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13590",93000,93000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.09,91000,2015,9,5,"212270109","20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"13591",388825,388825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.54,376000,2020,6,5,"212270107","62",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13592",235900,235900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.18,230000,2017,3,1,"212270108","112",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13593",215000,215000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.37,215000,2015,7,1,"212270108","45",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13594",244900,249900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.46,243500,2019,7,2,"212270107","182",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13595",319900,319900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",1,315000,2015,2,0,"212270119","154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13596",240000,245000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0,235000,2016,6,12,"212270107","281",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13597",109900,109900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.13,95000,2015,8,6,"212270114","80",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13598",224900,224900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.43,212000,2018,10,7,"212270109","40",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"13599",363900,399900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.32,340000,2019,8,1,"212270119","311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13600",239900,244900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.24,233000,2017,8,1,"212270108","180",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13601",159900,159900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.14,160000,2017,9,7,"212270107","35",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13602",115000,115000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.2,116000,2017,3,5,"212270105","22",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13603",229900,229900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.23,223000,2019,4,1,"212270108","56",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13604",234900,234900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.28,224000,2015,6,1,"212270108","153",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13605",184900,184900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.43,184000,2017,12,0,"212270116","122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13606",424900,424900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5250,"3571+",1.91,408000,2014,11,0,"212270114","49",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13607",64900,64900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.23,59500,2019,4,11,"212270103","160",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13608",142500,142500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.17,140000,2014,6,7,"212270107","57",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13609",294900,294900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.31,287500,2015,6,0,"212270108","319",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13610",159900,159900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.5,157000,2014,8,1,"212270108","53",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13611",189900,189900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.31,185000,2015,6,1,"212270108","32",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13612",136900,136900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0,136000,2015,5,12,"212270101","223",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13613",159500,159500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.48,159500,2019,6,0,"212270108","65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13614",259900,259900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0,257000,2015,5,1,"212270108","60",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13615",169900,169900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.17,165000,2017,9,7,"212270107","52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"13616",57500,57500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.23,53000,2018,7,6,"212270105","20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13617",130000,165000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",5,131000,2019,1,1,"212270117","121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13618",90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.12,90000,2018,1,6,"212270105","31",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13619",49900,59900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.17,41500,2018,4,13,"212270103","77",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13620",48500,48500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.18,37500,2018,3,11,"212270103","105",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13621",129000,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",1,125000,2018,1,1,"212270117","61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13622",190000,190000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",1.15,188000,2021,2,2,"212270117","71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13623",149900,149900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.34,147000,2017,8,8,"212270117","32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13624",89900,89900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.48,82000,2014,11,0,"212270115","70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13625",117000,117000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",1,117000,2015,3,0,"212270116","52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13626",319900,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",1.29,319900,2019,9,0,"212270111","95",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13627",59900,59900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.24,52000,2019,4,11,"212270103","160",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13628",349000,349000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",2.9,349000,2021,2,0,"212270115","143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13629",280000,280000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.31,280000,2017,10,1,"212270119","39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13630",369900,369900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",63,341000,2015,9,0,"212270118","46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13631",142900,142900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.46,148000,2019,4,1,"212270111","60",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13632",175000,175000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.57,116000,2018,10,1,"212270111","81",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13633",119500,119500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.11,111900,2015,7,9,"212270114","42",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13634",72900,72900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.22,63000,2017,2,11,"212270103","39",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13635",95000,95000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0,89500,2014,5,5,"212270109","74",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"13636",159900,159900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.12,152500,2016,6,2,"212270114","67",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13637",164900,169900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.34,165000,2019,7,4,"212270117","60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13638",164900,164900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.27,160000,2018,5,7,"212270110","46",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13639",235000,235000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.39,222500,2020,6,3,"212270114","56",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13640",64900,64900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.17,59500,2019,4,12,"212270103","160",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13641",86500,86500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.15,76000,2015,8,4,"212270109","32",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"13642",139900,139900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.46,135000,2018,8,1,"212270111","55",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13643",345000,369000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.62,321000,2016,8,1,"212270114","132",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13644",239900,239900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.25,215000,2019,9,6,"212270104","86",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13645",219900,219900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.22,225000,2021,6,1,"212270111","33",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13646",149999,149999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.5,152000,2017,6,0,"212270119","35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13647",66000,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.2,52625,2015,2,12,"212270103","44",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13648",48500,48500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.18,37500,2018,3,11,"212270103","105",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13649",179900,179900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.15,179900,2021,6,12,"212270105","36",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13650",213900,224900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",5.28,2e+05,2018,11,0,"212270115","102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13651",129500,129500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.76,128000,2014,10,1,"212270111","68",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13652",105000,105000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.18,98000,2017,3,2,"212270117","52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13653",274900,279900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.31,270000,2018,10,1,"212270119","115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13654",319900,319900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",5,294000,2016,5,0,"212270116","92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"13655",336500,336500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.75,329000,2016,10,1,"212270108","78",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13656",297500,299900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.21,292500,2018,3,0,"212270108","311",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13657",149500,149500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.25,146000,2015,5,1,"212270108","57",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13658",269900,269900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.27,264500,2016,7,1,"212270108","133",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13659",154000,154000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.23,154000,2014,12,1,"212270108","42",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13660",239900,239900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0,235000,2014,8,1,"212270119","77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"13661",459900,549900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",1.13,455000,2019,12,0,"212270114","579",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13662",157000,157000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.2,157000,2016,5,1,"212270108","26",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13663",157000,157000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.65,157000,2015,4,0,"212270114","34",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13664",274900,274900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1.03,267900,2019,8,0,"212270114","46",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"13665",279900,279900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.22,279000,2017,8,0,"212270108","62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13666",85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0,85000,2014,1,6,"212270106","15",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13667",235000,184900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",22.7,217000,2018,10,0,"212270118","107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13668",349900,474900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",13.9,330000,2018,3,0,"212270108","679",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13669",299900,299900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.25,295000,2015,3,0,"212270108","178",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
