"","askingprice","originalprice","age_05_or_less","age_06_10","age_11_15","age_16_20","age_21_25","age_26_30","age_31_35","age_36_40","age_41_50","age_51_60","age_61_70","age_71_80","age_81","age_new_under_construction","age_unknown","appearance_excellent","appearance_fair","appearance_good","appearance_needsrepair","appearance_verygood","beds","fb","hb","sqft_1000","sqft_1001_1200","sqft_1201_1400","sqft_1401_1600","sqft_1601_1800","sqft_1801_2000","sqft_2001_2200","sqft_2201_2500","sqft_2501_2750","sqft_2751_3000","sqft_3001_3300","sqft_3301_3750","sqft_3751_4250","sqft_4251_5000","sqft_5001_5500","sqft_5501_6000","sqft_6000","sqft_midpoint","sqft_category","lotsize_use","soldprice","year_sold","month_sold","offenders_near_house","tract","daysonmarket","tract_212270101","tract_212270102","tract_212270103","tract_212270104","tract_212270105","tract_212270106","tract_212270107","tract_212270108","tract_212270109","tract_212270110","tract_212270111","tract_212270112","tract_212270113","tract_212270114","tract_212270115","tract_212270116","tract_212270117","tract_212270118","tract_212270119"
"1",115000,115000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.11,108000,2018,11,1,"212270113","161",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2",59900,59900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.21,56500,2014,9,11,"212270103","143",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",173800,5050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",6.43,173800,2021,8,5,"212270112","42",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4",59000,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.23,45000,2017,9,10,"212270102","206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",115000,115000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0,115000,2018,8,8,"212270110","40",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6",199900,209900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.21,194000,2018,1,0,"212270108","196",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7",125000,144500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.22,123500,2017,11,5,"212270110","124",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8",139900,146400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.45,139000,2018,9,0,"212270111","59",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"9",12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.12,12000,2017,7,13,"212270103","21",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",142000,142000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.41,142000,2017,2,7,"212270109","10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11",299900,299900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.46,283500,2018,2,2,"212270107","46",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12",104900,104900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.38,97500,2018,7,13,"212270112","88",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"13",154900,154900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.33,154900,2018,4,6,"212270110","45",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"14",129000,129000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.13,129000,2017,9,1,"212270113","62",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"15",145000,145000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.19,145000,2018,6,5,"212270110","44",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"16",50000,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.12,50000,2017,1,2,"212270110","56",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17",159900,159900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.27,158900,2018,3,6,"212270110","66",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18",34900,34900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.23,34000,2017,3,13,"212270103","33",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",142500,142500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.35,140000,2017,9,7,"212270110","112",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20",147900,147900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0,147900,2018,6,3,"212270117","90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21",198900,198900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.26,189000,2021,5,4,"212270108","218",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"22",175000,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0,175000,2021,7,2,"212270114","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"23",192900,192900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0,195000,2021,7,2,"212270117","76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"24",72000,74900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,"-1000",0.22,60000,2020,12,9,"212270112","259",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"25",264900,264900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.169995408631772,264900,2021,5,1,"212270108","261",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"26",165000,165000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.51,166500,2021,4,0,"212270116","25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27",69900,69900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.15,52000,2021,8,13,"212270103","45",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",20000,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.18,15000,2021,1,13,"212270103","36",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",379900,379900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.69,390000,2021,7,1,"212270108","54",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30",214900,214900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.26,212500,2021,2,3,"212270117","75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31",179900,179900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.52,177900,2021,5,0,"212270116","105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"32",75000,75000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.21,45000,2021,8,12,"212270103","84",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",111000,111000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.22,101000,2016,8,2,"212270117","69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"34",234900,255000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.45,227000,2021,1,5,"212270106","272",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",57200,57200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0,57200,2015,7,5,"212270113","22",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"36",147900,147900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",1,144900,2014,8,0,"212270119","59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"37",480000,480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",16,480000,2021,9,0,"212270118","110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",129900,129900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0,126500,2014,12,3,"212270110","113",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"39",179900,183000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",1.16,164500,2019,10,0,"212270115","225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"40",569900,579900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",1.15,530000,2021,7,0,"212270114","70",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"41",269900,379900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",5,269000,2020,7,0,"212270118","97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"42",327000,354999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.32,327000,2019,3,0,"212270115","151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"43",438900,448900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",1,414000,2019,9,1,"212270108","79",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"44",389000,389000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.37,389000,2020,11,2,"212270111","74",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"45",159000,159000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",1.42,155000,2014,1,0,"212270118","106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"46",244900,244900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",5.28,246400,2020,6,0,"212270119","29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"47",224900,224900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",1.01,228900,2019,3,0,"212270119","37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"48",199900,199900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",1,182000,2021,3,0,"212270111","48",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"49",99900,104900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.16,95000,2014,7,1,"212270113","97",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"50",214900,214900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",5,215000,2021,4,0,"212270119","41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"51",214900,214900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0,211500,2018,12,0,"212270111","244",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"52",349900,349900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",1,342000,2019,7,0,"212270111","257",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"53",139900,139900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.26,134900,2019,2,5,"212270117","84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"54",192900,192900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0,192900,2021,5,0,"212270115","121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"55",279900,287000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.26,274000,2020,6,7,"212270107","49",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"56",184900,184900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.48,184900,2020,10,2,"212270117","118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"57",324900,329900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.27,315000,2019,4,1,"212270108","219",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"58",164500,164500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.28,164500,2018,7,3,"212270117","52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"59",274900,274900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2625,"2501-3000",0.33,267500,2013,6,0,"212270108","111",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"60",389900,389900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3525,"3001-3750",4,432000,2016,2,0,"212270115","129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"61",149900,149900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.34,151500,2019,9,0,"212270111","46",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"62",302000,309900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.65,295000,2015,5,1,"212270108","121",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"63",278900,279900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2359,"1801-2500",0.27,269500,2018,8,0,"212270108","62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"64",148500,148500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",5.14,127500,2014,6,0,"212270115","65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"65",148900,148900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.42,142500,2012,10,9,"212270107","96",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"66",249900,249900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.5,251900,2019,7,5,"212270107","42",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"67",419900,419900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4000,"3571+",1.3,470000,2013,6,1,"212270108","49",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"68",317000,317000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.52,307500,2014,5,1,"212270119","49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"69",234900,239900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",0.34,240000,2017,6,1,"212270108","88",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"70",479900,479900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.77,485000,2018,8,0,"212270114","50",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"71",424900,424900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3150,"3001-3750",0.7,405000,2020,1,2,"212270107","73",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"72",274900,274900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.15,275000,2021,6,1,"212270111","34",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"73",229900,229900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1900,"1801-2500",0.02,235000,2021,6,7,"212270107","16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"74",204900,204900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.21,218000,2021,4,1,"212270108","45",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"75",349900,349900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",5.06,355000,2021,7,0,"212270117","46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"76",190000,190000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",1,190000,2021,6,0,"212270116","58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"77",172900,172900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.12,172900,2021,5,0,"212270113","91",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"78",254900,254900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1700,"1401-1800",0.38,255000,2021,9,1,"212270111","136",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"79",65000,65000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,"1001-1400",0.27,58000,2017,7,8,"212270112","2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"80",103000,115000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.29,103000,2016,2,5,"212270113","214",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"81",365000,365000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4625,"3571+",2.63,363500,2016,9,1,"212270108","52",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"82",169900,169900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100,"1801-2500",1,162500,2017,8,0,"212270117","40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"83",168000,179900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,"1001-1400",0.56,158000,2017,9,0,"212270119","172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"84",224900,224900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2875,"2501-3000",0.19,215000,2016,5,0,"212270111","88",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"85",212000,212000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,"1401-1800",0.38,212000,2019,10,0,"212270119","53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
