"","house","offender","lat","Photo.Date","off_market_date"
"1",1,1,0.61295554398714,2022-09-19,2017-02-16
"2",1,25,0.14844869313506,2022-07-18,2017-02-16
"3",1,27,0.255949063172451,2014-06-28,2017-02-16
"4",3,77,0.861141632603607,2022-07-13,2019-05-20
"5",4,1,0.308010096845019,2022-09-19,2019-04-24
"6",4,25,0.611223608586045,2022-07-18,2019-04-24
"7",4,27,0.974118026454705,2014-06-28,2019-04-24
"8",4,67,0.940370580055221,2022-08-19,2019-04-24
"9",6,15,0.470560512158309,2022-07-13,2020-12-18
"10",6,33,0.540794280272864,2022-07-21,2020-12-18
"11",6,42,0.884531174139824,2022-07-28,2020-12-18
"12",6,62,0.807122200810472,2022-07-28,2020-12-18
"13",6,90,0.322491333942553,2022-03-09,2020-12-18
"14",8,15,0.10030063802801,2022-07-13,2019-11-26
"15",8,33,0.0980135184636508,2022-07-21,2019-11-26
"16",8,35,0.82193122705393,2022-07-21,2019-11-26
"17",8,83,0.785177579819701,2019-07-29,2019-11-26
"18",8,89,0.995440973089695,2022-08-05,2019-11-26
"19",8,90,0.15026260415438,2022-03-09,2019-11-26
"20",9,93,0.70097553369073,2022-10-03,2017-01-05
"21",10,7,0.929171401879126,2022-09-21,2020-10-16
"22",10,8,0.41064161501869,2022-08-18,2020-10-16
"23",10,22,0.106444484314409,2021-03-02,2020-10-16
"24",10,39,0.245525847198652,2022-07-21,2020-10-16
"25",10,40,0.504774767891674,2022-09-23,2020-10-16
"26",10,47,0.801789991534716,2022-08-05,2020-10-16
"27",10,48,0.880554229957987,2022-07-13,2020-10-16
"28",10,58,0.407767652947367,2020-05-13,2020-10-16
"29",10,63,0.436567444475204,2021-04-21,2020-10-16
"30",10,66,0.279410667443683,2022-07-19,2020-10-16
"31",10,74,0.582625876809683,2022-07-26,2020-10-16
"32",11,38,0.709430059765016,2022-08-02,2020-07-13
"33",11,84,0.470592846240322,2021-07-07,2020-07-13
"34",11,86,0.478054072881104,2021-07-07,2020-07-13
"35",11,87,0.724437165602091,2021-07-07,2020-07-13
"36",11,88,0.820130689726116,2019-11-21,2020-07-13
"37",11,95,0.660365947067279,2022-07-26,2020-07-13
"38",12,37,0.967540817499506,2022-07-14,2018-03-29
"39",14,37,0.46063695990356,2022-07-14,2018-12-31
"40",15,15,0.549151545229507,2022-07-13,2021-06-04
"41",15,33,0.505837464011714,2022-07-21,2021-06-04
"42",15,35,0.983937406819886,2022-07-21,2021-06-04
"43",15,83,0.943074999745077,2019-07-29,2021-06-04
"44",15,90,0.752600190241215,2022-03-09,2021-06-04
"45",18,87,0.81666243817964,2021-07-07,2019-10-23
"46",19,8,0.768891590893745,2022-08-18,2018-01-01
"47",19,12,0.383019658776898,2022-02-11,2018-01-01
"48",19,23,0.549419491136938,2021-03-02,2018-01-01
"49",19,31,0.382358920991456,2020-08-18,2018-01-01
"50",19,40,0.936181106202573,2022-09-23,2018-01-01
"51",19,48,0.8072079610968,2022-07-13,2018-01-01
"52",19,68,0.78858319250577,2013-03-28,2018-01-01
"53",19,74,0.994411158494081,2022-07-26,2018-01-01
"54",20,37,0.790723774289939,2022-07-14,2018-08-25
"55",21,1,0.180060333464883,2022-09-19,2019-08-14
"56",21,25,0.36361986969084,2022-07-18,2019-08-14
"57",21,27,0.706686066267439,2014-06-28,2019-08-14
"58",21,67,0.940268106995032,2022-08-19,2019-08-14
"59",25,7,0.391328358519584,2022-09-21,2017-11-27
"60",25,14,0.621788357794212,2022-09-02,2017-11-27
"61",25,47,0.766619584692296,2022-08-05,2017-11-27
"62",25,52,0.80536018362278,2020-11-06,2017-11-27
"63",25,56,0.258438616022097,2017-10-25,2017-11-27
"64",25,77,0.979560818751953,2022-07-13,2017-11-27
"65",27,87,0.7475989522475,2021-07-07,2018-12-30
"66",28,41,0.936247754991812,2022-07-20,2020-03-03
"67",28,53,0.909805981383405,2022-08-12,2020-03-03
"68",30,53,0.659681006525792,2022-08-12,2018-11-03
"69",31,92,0.953394789290252,2022-05-04,2019-02-01
"70",32,11,0.711971277350208,2019-03-25,2018-08-16
"71",33,77,0.430030374904407,2022-07-13,2021-07-09
"72",33,85,0.567241341320238,2021-09-03,2021-07-09
"73",36,15,0.45280407890546,2022-07-13,2020-09-06
"74",36,33,0.453537225523666,2022-07-21,2020-09-06
"75",36,35,0.788630569979341,2022-07-21,2020-09-06
"76",36,42,0.994188888166582,2022-07-28,2020-09-06
"77",36,62,0.879221686098786,2022-07-28,2020-09-06
"78",36,83,0.76445385682247,2019-07-29,2020-09-06
"79",36,89,0.793239329414722,2022-08-05,2020-09-06
"80",36,90,0.245993810094158,2022-03-09,2020-09-06
"81",37,100,0.493717772175139,2022-08-09,2016-08-29
"82",40,7,0.991361169253723,2022-09-21,2017-06-14
"83",40,8,0.404309036489319,2022-08-18,2017-06-14
"84",40,22,0.604003996078563,2021-03-02,2017-06-14
"85",40,23,0.959125852743869,2021-03-02,2017-06-14
"86",40,31,0.844736519330322,2020-08-18,2017-06-14
"87",40,39,0.763432770404017,2022-07-21,2017-06-14
"88",40,40,0.112564383430577,2022-09-23,2017-06-14
"89",40,48,0.367323876529167,2022-07-13,2017-06-14
"90",40,58,0.212572120369278,2020-05-13,2017-06-14
"91",40,63,0.144956418560007,2021-04-21,2017-06-14
"92",40,66,0.302768359032443,2022-07-19,2017-06-14
"93",40,68,0.986828382765752,2013-03-28,2017-06-14
"94",40,74,0.0176918134213471,2022-07-26,2017-06-14
"95",45,82,0.147580774388129,2017-10-26,2018-12-19
"96",46,11,0.0263099337949727,2019-03-25,2019-03-02
"97",48,35,0.771715257375555,2022-07-21,2020-12-11
"98",48,83,0.809277695926586,2019-07-29,2020-12-11
"99",48,88,0.977755230218095,2019-11-21,2020-12-11
"100",48,89,0.429477235472571,2022-08-05,2020-12-11
"101",48,91,0.113087222916526,2021-03-18,2020-12-11
"102",50,24,0.13985460943017,2021-07-07,2021-09-29
"103",50,26,0.122438106233911,2022-01-04,2021-09-29
"104",50,46,0.0791664428205754,2022-07-20,2021-09-29
"105",50,50,0.221287107504231,2022-07-25,2021-09-29
"106",50,67,0.375498058884818,2022-08-19,2021-09-29
"107",53,87,0.809190519693346,2021-07-07,2020-09-04
"108",55,7,0.80157488249804,2022-09-21,2019-10-02
"109",55,14,0.445861326072205,2022-09-02,2019-10-02
"110",55,15,0.994001783636257,2022-07-13,2019-10-02
"111",55,52,0.259102328417274,2020-11-06,2019-10-02
"112",55,56,0.886577751234998,2017-10-25,2019-10-02
"113",55,77,0.78508287626189,2022-07-13,2019-10-02
"114",57,33,0.963427709483876,2022-07-21,2019-11-17
"115",57,35,0.335874993239651,2022-07-21,2019-11-17
"116",57,83,0.335534268228717,2019-07-29,2019-11-17
"117",57,89,0.729539852083075,2022-08-05,2019-11-17
"118",57,91,0.974253773915331,2021-03-18,2019-11-17
"119",58,93,0.994153418715877,2022-10-03,2016-10-25
"120",60,8,0.335050368628243,2022-08-18,2020-02-27
"121",60,12,0.945415701331309,2022-02-11,2020-02-27
"122",60,22,0.609792876814147,2021-03-02,2020-02-27
"123",60,23,0.835332558490456,2021-03-02,2020-02-27
"124",60,31,0.71125844725608,2020-08-18,2020-02-27
"125",60,39,0.756008681433581,2022-07-21,2020-02-27
"126",60,40,0.114219631703112,2022-09-23,2020-02-27
"127",60,48,0.274444042454858,2022-07-13,2020-02-27
"128",60,58,0.312385401631193,2020-05-13,2020-02-27
"129",60,63,0.213881327750162,2021-04-21,2020-02-27
"130",60,66,0.351498252667712,2022-07-19,2020-02-27
"131",60,68,0.883195620314663,2013-03-28,2020-02-27
"132",60,74,0.120448721608773,2022-07-26,2020-02-27
"133",61,80,0.965720538447296,2012-04-20,2018-09-21
"134",62,27,0.934158011521688,2014-06-28,2017-05-04
"135",63,2,0.986041666803337,2021-04-21,2017-08-16
"136",63,5,0.325538506365211,2022-07-20,2017-08-16
"137",63,16,0.224703527622299,2022-07-13,2017-08-16
"138",65,87,0.730768482885682,2021-07-07,2018-12-18
"139",65,88,0.466889996767798,2019-11-21,2018-12-18
"140",65,89,0.954244079004934,2022-08-05,2018-12-18
"141",65,91,0.70565247944644,2021-03-18,2018-12-18
"142",66,5,0.0991220130887719,2022-07-20,2018-12-21
"143",66,16,0.145302021444106,2022-07-13,2018-12-21
"144",66,60,0.909774866942171,2022-08-17,2018-12-21
"145",66,65,0.816642200476424,2018-01-27,2018-12-21
"146",67,87,0.7475989522475,2021-07-07,2018-12-30
"147",71,3,0.836735507059577,2020-07-28,2017-06-08
"148",71,77,0.604698531822313,2022-07-13,2017-06-08
"149",71,85,0.764005294807243,2021-09-03,2017-06-08
"150",72,2,0.906587236165626,2021-04-21,2017-12-26
"151",72,18,0.139589150574443,2022-08-02,2017-12-26
"152",72,49,0.106054569267614,2017-10-26,2017-12-26
"153",72,60,0.791868442933058,2022-08-17,2017-12-26
"154",74,7,0.627925460673941,2022-09-21,2019-09-06
"155",74,14,0.35083388451042,2022-09-02,2019-09-06
"156",74,40,0.964876071850668,2022-09-23,2019-09-06
"157",74,52,0.228411123298585,2020-11-06,2019-09-06
"158",74,56,0.73648529261904,2017-10-25,2019-09-06
"159",74,58,0.844302334481836,2020-05-13,2019-09-06
"160",74,63,0.911385730823356,2021-04-21,2019-09-06
"161",74,66,0.978590502965961,2022-07-19,2019-09-06
"162",74,74,0.884089771999388,2022-07-26,2019-09-06
"163",74,77,0.938537708519198,2022-07-13,2019-09-06
"164",75,7,0.352066504683047,2022-09-21,2021-06-04
"165",75,14,0.116612757779001,2022-09-02,2021-06-04
"166",75,52,0.21407673183061,2020-11-06,2021-06-04
"167",75,56,0.449519144461732,2017-10-25,2021-06-04
"168",75,58,0.847275196607298,2020-05-13,2021-06-04
"169",75,63,0.936896916794139,2021-04-21,2021-06-04
"170",75,66,0.95758945976011,2022-07-19,2021-06-04
"171",75,74,0.955470573089113,2022-07-26,2021-06-04
"172",75,77,0.857285747248941,2022-07-13,2021-06-04
"173",77,85,0.296516211082652,2021-09-03,2020-10-05
"174",79,87,0.845524100579795,2021-07-07,2017-05-30
"175",81,11,0.614860501807216,2019-03-25,2018-10-31
"176",84,2,0.360344814978856,2021-04-21,2019-01-21
"177",84,5,0.757903311748157,2022-07-20,2019-01-21
"178",84,16,0.523852880334013,2022-07-13,2019-01-21
"179",84,49,0.922413667233392,2017-10-26,2019-01-21
"180",84,60,0.927906818442168,2022-08-17,2019-01-21
"181",85,1,0.642753082942771,2022-09-19,2018-12-20
"182",85,25,0.21188477812637,2022-07-18,2018-12-20
"183",85,27,0.183480541575527,2014-06-28,2018-12-20
"184",89,5,0.475432077570308,2022-07-20,2021-08-04
"185",89,16,0.718835853511143,2022-07-13,2021-08-04
"186",89,42,0.705112176508591,2022-07-28,2021-08-04
"187",89,62,0.726716934748172,2022-07-28,2021-08-04
"188",89,65,0.925857938289801,2018-01-27,2021-08-04
"189",90,7,0.214679785139833,2022-09-21,2021-02-14
"190",90,14,0.162078748516461,2022-09-02,2021-02-14
"191",90,47,0.999763251860327,2022-08-05,2021-02-14
"192",90,52,0.342655836448575,2020-11-06,2021-02-14
"193",90,56,0.288839987617338,2017-10-25,2021-02-14
"194",90,58,0.896762237529063,2020-05-13,2021-02-14
"195",90,63,0.994464045807321,2021-04-21,2021-02-14
"196",90,66,0.988923133044693,2022-07-19,2021-02-14
"197",90,77,0.848860463472634,2022-07-13,2021-02-14
"198",91,3,0.999735519460829,2020-07-28,2019-09-25
"199",91,77,0.483052729289664,2022-07-13,2019-09-25
"200",91,85,0.949618448958337,2021-09-03,2019-09-25
"201",92,87,0.870581293581797,2021-07-07,2017-02-24
"202",93,92,0.729477875018744,2022-05-04,2018-07-31
"203",96,87,0.672415156448514,2021-07-07,2019-06-24
"204",97,37,0.739516857796091,2022-07-14,2017-08-18
"205",97,91,0.962558035812967,2021-03-18,2017-08-18
"206",98,3,0.568427549069489,2020-07-28,2020-03-26
"207",98,77,0.896640564542374,2022-07-13,2020-03-26
"208",98,85,0.77055852368542,2021-09-03,2020-03-26
"209",100,37,0.354712058659658,2022-07-14,2020-07-26
"210",102,37,0.807244578487042,2022-07-14,2020-01-24
"211",103,14,0.772230390018669,2022-09-02,2019-10-15
"212",103,15,0.711304848594075,2022-07-13,2019-10-15
"213",103,33,0.780962633711503,2022-07-21,2019-10-15
"214",103,40,0.948566354910025,2022-09-23,2019-10-15
"215",103,48,0.918648800477071,2022-07-13,2019-10-15
"216",103,52,0.625536401222777,2020-11-06,2019-10-15
"217",103,58,0.915672404206929,2020-05-13,2019-10-15
"218",103,63,0.939015515630717,2021-04-21,2019-10-15
"219",103,74,0.848275737105517,2022-07-26,2019-10-15
"220",103,90,0.862559226930914,2022-03-09,2019-10-15
"221",104,99,0.152735864863031,2021-05-26,2018-03-06
"222",106,87,0.897257889456025,2021-07-07,2017-08-13
"223",107,21,0.540618297385368,2021-11-02,2016-01-04
"224",110,78,0.663148677488681,2022-07-20,2016-11-02
"225",111,14,0.715309881538053,2022-09-02,2017-08-24
"226",111,15,0.74424541910388,2022-07-13,2017-08-24
"227",111,33,0.770628185743165,2022-07-21,2017-08-24
"228",111,52,0.528748366064355,2020-11-06,2017-08-24
"229",111,77,0.933171012416249,2022-07-13,2017-08-24
"230",111,90,0.951312567950783,2022-03-09,2017-08-24
"231",112,37,0.787027217902854,2022-07-14,2018-01-14
"232",113,38,0.929165770483919,2022-08-02,2020-10-02
"233",113,84,0.895423799677542,2021-07-07,2020-10-02
"234",113,86,0.878983866535972,2021-07-07,2020-10-02
"235",113,87,0.431438695332327,2021-07-07,2020-10-02
"236",113,88,0.258098538141832,2019-11-21,2020-10-02
"237",113,95,0.99326198163592,2022-07-26,2020-10-02
"238",114,82,0.887184532394385,2017-10-26,2018-01-15
"239",114,85,0.618176172306798,2021-09-03,2018-01-15
"240",115,7,0.745510697364112,2022-09-21,2021-08-01
"241",115,8,0.76402091237797,2022-08-18,2021-08-01
"242",115,14,0.707140025147458,2022-09-02,2021-08-01
"243",115,22,0.851341900782285,2021-03-02,2021-08-01
"244",115,40,0.4834416690332,2022-09-23,2021-08-01
"245",115,48,0.640692122896806,2022-07-13,2021-08-01
"246",115,52,0.682493937351596,2020-11-06,2021-08-01
"247",115,56,0.878817562576963,2017-10-25,2021-08-01
"248",115,58,0.399947008858354,2020-05-13,2021-08-01
"249",115,63,0.443251564487032,2021-04-21,2021-08-01
"250",115,66,0.54433687099079,2022-07-19,2021-08-01
"251",115,74,0.398963891257588,2022-07-26,2021-08-01
"252",116,3,0.891765977634705,2020-07-28,2020-11-01
"253",116,79,0.408240178467144,2022-07-26,2020-11-01
"254",118,100,0.90476289723322,2022-08-09,2017-01-20
"255",120,41,0.65199376719639,2022-07-20,2017-06-30
"256",120,53,0.837503281559719,2022-08-12,2017-06-30
"257",121,38,0.880980159226707,2022-08-02,2017-10-15
"258",121,84,0.723109821954651,2021-07-07,2017-10-15
"259",121,86,0.720348883116024,2021-07-07,2017-10-15
"260",121,87,0.439987285912685,2021-07-07,2017-10-15
"261",121,88,0.599234920333873,2019-11-21,2017-10-15
"262",121,95,0.881522821501918,2022-07-26,2017-10-15
"263",122,11,0.61687863704802,2019-03-25,2019-04-15
"264",124,1,0.489040036345721,2022-09-19,2019-12-05
"265",124,25,0.208315954404444,2022-07-18,2019-12-05
"266",124,27,0.28459344053314,2014-06-28,2019-12-05
"267",126,92,0.957949222224275,2022-05-04,2018-09-28
"268",127,37,0.974180939938302,2022-07-14,2018-02-06
"269",127,89,0.81625146161513,2022-08-05,2018-02-06
"270",127,91,0.571369691583597,2021-03-18,2018-02-06
"271",128,2,0.509337221073345,2021-04-21,2019-12-23
"272",128,5,0.614203152903411,2022-07-20,2019-12-23
"273",128,16,0.394617301121518,2022-07-13,2019-12-23
"274",128,49,0.924237444616626,2017-10-26,2019-12-23
"275",128,60,0.807783667001707,2022-08-17,2019-12-23
"276",128,65,0.864373365062546,2018-01-27,2019-12-23
"277",129,38,0.377006206997396,2022-08-02,2019-06-02
"278",129,64,0.995566296510184,2022-06-01,2019-06-02
"279",129,76,0.845821451497267,2021-07-07,2019-06-02
"280",129,81,0.845821451497267,2019-03-22,2019-06-02
"281",129,84,0.469377429829387,2021-07-07,2019-06-02
"282",129,86,0.437356963447669,2021-07-07,2019-06-02
"283",129,87,0.943236807221208,2021-07-07,2019-06-02
"284",129,88,0.640240242660508,2019-11-21,2019-06-02
"285",129,94,0.656601952201619,2022-07-26,2019-06-02
"286",129,95,0.477577223234504,2022-07-26,2019-06-02
"287",129,97,0.656601952201619,2022-11-21,2019-06-02
"288",132,38,0.914964984225332,2022-08-02,2019-04-02
"289",132,87,0.985401687437389,2021-07-07,2019-04-02
"290",132,88,0.390670584966698,2019-11-21,2019-04-02
"291",134,41,0.359540825626714,2022-07-20,2018-12-17
"292",135,35,0.71712502921373,2022-07-21,2020-09-03
"293",135,83,0.75506956939312,2019-07-29,2020-09-03
"294",135,88,0.547721313120057,2019-11-21,2020-09-03
"295",135,89,0.745206944841842,2022-08-05,2020-09-03
"296",135,91,0.712334401366505,2021-03-18,2020-09-03
"297",136,8,0.912912547874331,2022-08-18,2020-06-18
"298",136,12,0.138012240081305,2022-02-11,2020-06-18
"299",136,13,0.842701356554066,2022-07-18,2020-06-18
"300",136,23,0.10873362211639,2021-03-02,2020-06-18
"301",136,31,0.148488243637911,2020-08-18,2020-06-18
"302",136,40,0.945162175115319,2022-09-23,2020-06-18
"303",136,48,0.646560437117222,2022-07-13,2020-06-18
"304",136,60,0.99903107255001,2022-08-17,2020-06-18
"305",136,68,0.35095066906015,2013-03-28,2020-06-18
"306",136,69,0.842701356554066,2022-07-21,2020-06-18
"307",136,74,0.959108331184862,2022-07-26,2020-06-18
"308",137,1,0.872830513648712,2022-09-19,2019-12-20
"309",137,25,0.556013520511924,2022-07-18,2019-12-20
"310",137,27,0.177391539507982,2014-06-28,2019-12-20
"311",138,77,0.825694536259338,2022-07-13,2016-12-11
"312",138,85,0.38136378246443,2021-09-03,2016-12-11
"313",139,92,0.992160408119385,2022-05-04,2019-04-08
"314",140,8,0.417660670941069,2022-08-18,2016-09-07
"315",140,12,0.744669704514842,2022-02-11,2016-09-07
"316",140,22,0.753533387459453,2021-03-02,2016-09-07
"317",140,23,0.627498342638073,2021-03-02,2016-09-07
"318",140,31,0.509682747887555,2020-08-18,2016-09-07
"319",140,39,0.879339944947246,2022-07-21,2016-09-07
"320",140,40,0.315730665708355,2022-09-23,2016-09-07
"321",140,48,0.138771260985593,2022-07-13,2016-09-07
"322",140,58,0.519553609624845,2020-05-13,2016-09-07
"323",140,63,0.418578566490231,2021-04-21,2016-09-07
"324",140,66,0.541324017468708,2022-07-19,2016-09-07
"325",140,68,0.685953577166109,2013-03-28,2016-09-07
"326",140,74,0.319398550863275,2022-07-26,2016-09-07
"327",142,94,0.915977605907626,2022-07-26,2018-11-03
"328",142,95,0.989288712913842,2022-07-26,2018-11-03
"329",142,97,0.915977605907626,2022-11-21,2018-11-03
"330",143,12,0.63156585006499,2022-02-11,2020-10-13
"331",143,13,0.596676515136447,2022-07-18,2020-10-13
"332",143,23,0.40476423134784,2021-03-02,2020-10-13
"333",143,31,0.569791788733526,2020-08-18,2020-10-13
"334",143,42,0.833198424498645,2022-07-28,2020-10-13
"335",143,48,0.649426601564714,2022-07-13,2020-10-13
"336",143,60,0.974518662090275,2022-08-17,2020-10-13
"337",143,62,0.888951026137792,2022-07-28,2020-10-13
"338",143,65,0.880365996038316,2018-01-27,2020-10-13
"339",143,68,0.163814821315849,2013-03-28,2020-10-13
"340",143,69,0.596676515136447,2022-07-21,2020-10-13
"341",143,74,0.998857415967272,2022-07-26,2020-10-13
"342",144,41,0.326587733219684,2022-07-20,2020-01-01
"343",145,10,0.473804371353002,2022-07-28,2019-01-31
"344",147,41,0.662681437291105,2022-07-20,2019-11-13
"345",147,53,0.922930961638943,2022-08-12,2019-11-13
"346",149,37,0.708708435811109,2022-07-14,2018-03-27
"347",149,91,0.767659017897565,2021-03-18,2018-03-27
"348",151,30,0.215336795349496,2022-08-03,2017-11-25
"349",154,37,0.583455717829809,2022-07-14,2018-06-25
"350",156,77,0.550372362616541,2022-07-13,2018-10-07
"351",157,3,0.598828073070821,2020-07-28,2017-09-19
"352",157,77,0.915522913878713,2022-07-13,2017-09-19
"353",157,85,0.689733124694194,2021-09-03,2017-09-19
"354",158,41,0.308537273695993,2022-07-20,2019-10-02
"355",159,92,0.771559714885136,2022-05-04,2018-09-12
"356",161,15,0.599198467238347,2022-07-13,2020-04-02
"357",161,33,0.507172542132715,2022-07-21,2020-04-02
"358",161,35,0.324986765304871,2022-07-21,2020-04-02
"359",161,83,0.283584852102268,2019-07-29,2020-04-02
"360",161,89,0.662697459348559,2022-08-05,2020-04-02
"361",161,90,0.61477495437692,2022-03-09,2020-04-02
"362",162,1,0.0131290799380119,2022-09-19,2019-03-05
"363",162,25,0.506074427279183,2022-07-18,2019-03-05
"364",162,26,0.991188964066352,2022-01-04,2019-03-05
"365",162,27,0.78373953542728,2014-06-28,2019-03-05
"366",162,50,0.870418149080369,2022-07-25,2019-03-05
"367",162,67,0.748192917467144,2022-08-19,2019-03-05
"368",163,93,0.904312277357543,2022-10-03,2016-06-22
"369",165,92,0.776183018059305,2022-05-04,2019-11-11
"370",167,13,0.840465689290302,2022-07-18,2017-07-21
"371",167,15,0.820233954838645,2022-07-13,2017-07-21
"372",167,33,0.875980339985998,2022-07-21,2017-07-21
"373",167,42,0.516941942121425,2022-07-28,2017-07-21
"374",167,62,0.442238661401413,2022-07-28,2017-07-21
"375",167,68,0.902232432590742,2013-03-28,2017-07-21
"376",167,69,0.840465689290302,2022-07-21,2017-07-21
"377",167,90,0.631766274989266,2022-03-09,2017-07-21
"378",168,77,0.727261115796505,2022-07-13,2021-03-25
"379",169,24,0.891522384149842,2021-07-07,2020-07-29
"380",169,28,0.694119314788049,2022-07-25,2020-07-29
"381",169,46,0.937612428059731,2022-07-20,2020-07-29
"382",172,100,0.895944568933095,2022-08-09,2019-05-02
"383",175,3,0.953219563618486,2020-07-28,2017-04-06
"384",175,77,0.511764660284783,2022-07-13,2017-04-06
"385",175,85,0.65663164119319,2021-09-03,2017-04-06
"386",176,1,0.71728662475133,2022-09-19,2021-08-09
"387",176,25,0.246279455984418,2022-07-18,2021-08-09
"388",176,27,0.214225034121074,2014-06-28,2021-08-09
"389",177,93,0.336154788822748,2022-10-03,2018-05-03
"390",178,35,0.688276004043978,2022-07-21,2019-12-10
"391",178,83,0.727518696701556,2019-07-29,2019-12-10
"392",178,88,0.911017543364387,2019-11-21,2019-12-10
"393",178,89,0.396600007084105,2022-08-05,2019-12-10
"394",178,91,0.180376825545205,2021-03-18,2019-12-10
"395",179,104,0.208139635807005,2022-07-12,2021-09-10
"396",179,108,0.440338214645192,2022-05-25,2021-09-10
"397",180,14,0.720656537238928,2022-09-02,2019-12-25
"398",180,52,0.585932706508051,2020-11-06,2019-12-25
"399",180,77,0.480041186251629,2022-07-13,2019-12-25
"400",183,5,0.53232967000472,2022-07-20,2020-05-13
"401",183,13,0.957558549059369,2022-07-18,2020-05-13
"402",183,16,0.774351934379868,2022-07-13,2020-05-13
"403",183,42,0.622295118847949,2022-07-28,2020-05-13
"404",183,62,0.639737932635487,2022-07-28,2020-05-13
"405",183,65,0.89172594642124,2018-01-27,2020-05-13
"406",183,69,0.957558549059369,2022-07-21,2020-05-13
"407",185,93,0.943822976034987,2022-10-03,2020-05-21
"408",186,41,0.977687748053569,2022-07-20,2019-04-22
"409",188,37,0.422152840361282,2022-07-14,2016-12-22
"410",189,7,0.528335280717339,2022-09-21,2018-05-15
"411",189,14,0.27537930209549,2022-09-02,2018-05-15
"412",189,40,0.94243830062312,2022-09-23,2018-05-15
"413",189,52,0.205495911202076,2020-11-06,2018-05-15
"414",189,56,0.638487651960965,2017-10-25,2018-05-15
"415",189,58,0.804624142811131,2020-05-13,2018-05-15
"416",189,63,0.8800706734999,2021-04-21,2018-05-15
"417",189,66,0.932751005855808,2022-07-19,2018-05-15
"418",189,74,0.868813900494336,2022-07-26,2018-05-15
"419",189,77,0.930383982429489,2022-07-13,2018-05-15
"420",190,5,0.88352553155324,2022-07-20,2019-06-27
"421",190,13,0.805814781735343,2022-07-18,2019-06-27
"422",190,42,0.307492936997308,2022-07-28,2019-06-27
"423",190,62,0.258760692620807,2022-07-28,2019-06-27
"424",190,65,0.875162627495518,2018-01-27,2019-06-27
"425",190,69,0.805814781735343,2022-07-21,2019-06-27
"426",191,13,0.945570844836686,2022-07-18,2019-08-23
"427",191,15,0.968098649483772,2022-07-13,2019-08-23
"428",191,33,0.996587019771985,2022-07-21,2019-08-23
"429",191,42,0.462511107440635,2022-07-28,2019-08-23
"430",191,62,0.333577421083541,2022-07-28,2019-08-23
"431",191,69,0.945570844836686,2022-07-21,2019-08-23
"432",191,90,0.753153860225552,2022-03-09,2019-08-23
"433",192,92,0.983903223271762,2022-05-04,2020-06-03
"434",193,3,0.631014498700824,2020-07-28,2017-10-03
"435",193,85,0.622317473279313,2021-09-03,2017-10-03
"436",194,61,0.5088057651623,2014-02-10,2020-05-02
"437",195,87,0.84075578311532,2021-07-07,2017-02-08
"438",196,7,0.767994528158974,2022-09-21,2020-12-11
"439",196,14,0.590385173548243,2022-09-02,2020-12-11
"440",196,52,0.653876969743362,2020-11-06,2020-12-11
"441",196,56,0.718358263711498,2017-10-25,2020-12-11
"442",196,77,0.325043487321623,2022-07-13,2020-12-11
"443",196,85,0.867811556155643,2021-09-03,2020-12-11
"444",198,110,0.814483224837962,2022-07-13,2017-07-18
"445",199,7,0.910448849515402,2022-09-21,2018-09-09
"446",199,8,0.863118021760725,2022-08-18,2018-09-09
"447",199,14,0.802265754616256,2022-09-02,2018-09-09
"448",199,40,0.571282593311059,2022-09-23,2018-09-09
"449",199,48,0.597342814788128,2022-07-13,2018-09-09
"450",199,52,0.731448410177983,2020-11-06,2018-09-09
"451",199,58,0.551553508286327,2020-05-13,2018-09-09
"452",199,63,0.564454302255119,2021-04-21,2018-09-09
"453",199,66,0.693834277602411,2022-07-19,2018-09-09
"454",199,74,0.471374611782094,2022-07-26,2018-09-09
"455",200,12,0.809347011056481,2022-02-11,2017-04-02
"456",200,13,0.774302770629813,2022-07-18,2017-04-02
"457",200,23,0.573479897421731,2021-03-02,2017-04-02
"458",200,31,0.691829252223248,2020-08-18,2017-04-02
"459",200,40,0.951942741996383,2022-09-23,2017-04-02
"460",200,42,0.882868550891894,2022-07-28,2017-04-02
"461",200,48,0.574364954780465,2022-07-13,2017-04-02
"462",200,62,0.905839180335023,2022-07-28,2017-04-02
"463",200,68,0.362078208579651,2013-03-28,2017-04-02
"464",200,69,0.774302770629813,2022-07-21,2017-04-02
"465",200,74,0.894069530726901,2022-07-26,2017-04-02
"466",200,90,0.983608997396389,2022-03-09,2017-04-02
"467",201,41,0.954470025362253,2022-07-20,2020-05-15
"468",201,53,0.438414550468578,2022-08-12,2020-05-15
"469",203,85,0.174814420912564,2021-09-03,2018-01-19
"470",204,11,0.765196289972841,2019-03-25,2020-09-24
"471",205,100,0.552105720999917,2022-08-09,2019-03-14
"472",207,100,0.870257981801296,2022-08-09,2019-04-13
"473",208,3,0.341781868422345,2020-07-28,2021-01-21
"474",208,79,0.716429006354938,2022-07-26,2021-01-21
"475",208,85,0.918884689392502,2021-09-03,2021-01-21
"476",209,78,0.0640155759170705,2022-07-20,2020-04-18
"477",211,93,0.736198379985734,2022-10-03,2020-07-02
"478",212,7,0.92340877594268,2022-09-21,2019-09-22
"479",212,14,0.669372855824569,2022-09-02,2019-09-22
"480",212,15,0.800013145449492,2022-07-13,2019-09-22
"481",212,33,0.864883874206536,2022-07-21,2019-09-22
